response_id,id_col,submission_id,analysis_id,split_id,beta_estimate,contrast,adjusted_df,beta_SE,transformation,link_function_reported,dataset,mixed_model,response_transformation_description,response_transformation_status,response_variable_type,response_construction_description,response_variable_name,response_id_S2,test_variable,sample_size,Bayesian,linear_model,model_subclass,num_variables,num_effects,num_fixed_variables,num_fixed_effects,num_random_variables,num_random_effects,num_interactions,num_duplicate_terms,exclusions_all,exclusions_effect_analysis,exclusion_predictions,ConclusionS1,Conclusion,software,data_cleaning_preprocessing_tool,data_cleaning_preprocessing_version,data_analysis_tool,data_analysis_version,SurveyID,Date,Season,Property,Quadrat no,Easting,Northing,Aspect,Landscape position,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,BareGround_cover,Litter_cover,MossLichen_cover,Rock_cover,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,precipitation_warmest_quarter,precipitation_coldest_quarter,PET,MrVBF,K_perc,Th_ppm,U_ppm,SRad_Jan,SRad_Jul,all_grass,all_exotic_grass,all_native_grass_graminoid,all_non-grass_veg,shrub_cover,herb_cover,other_veg,bare,month,all_exotic_herb,native_herb_fern_gram,growing_space,soilPC1,coverPC1,coverPC2,coverPC3,precip_max_range,year,size_class,all_perennial_grass,sample,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,hatch_nest_dad_Ring,Extra-pair_paternity,Extra-pair_dad_ring,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,hatch_nest_CS,hatch_nest_OH,d0_hatch_nest_brood_size,d14_hatch_nest_brood_size,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,rear_nest_OH,rear_d0_rear_nest_brood_size,rear_Cs_out,rear_Cs_in,net_rearing_manipulation,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,number_chicks_fledged_from_rear_nest,Date_of_day14,day_14_tarsus_length,day_14_weight,day14_measurer,chick_sex_molec,chick_survival_to_first_breed_season,within-area_movement,brood_reduction,blood_sib,hatch_incub_length,rear_incub_length,relatedness,competition_weight,relative_CS,envir_rear,percent_change,parentage,manipulation_non,seasonal_timing,brood_mortality,brood_sex_ratio,TeamIdentifier
R_3nBCE4hMLh5s3qt,Cattai-2-2-1,2,2,1,-0.05607,reduced-enlarged,327.33744,0.09451,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_3nBCE4hMLh5s3qt,rear_nest_trt_R.E,2031,0,linear,standard,8,11,6,9,2,2,3,0,retain,exclude_partial,NA,"More siblings have a negative impact on blue tit chick growth, both, in terms of biomass and tarsus length. Even though males are, on avergae heavier and larger than females, more numerous clutches have negative impacts on chick growth for both sexes. However, environmental effects such as clutch size explain more variation in biomass than in tarsus length, assuming leg size is more genetically determined than weight, which seems a more plastic traist.",neg_c,all analyses were conducted using R version 3.6.2 (2019-12-12),R,3.6.2,R,3.6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattai
R_3nBCE4hMLh5s3qt,Casino-3-1-1,3,1,1,NA,NA,NA,NA,identity,identity,blue tit,NA,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_3nBCE4hMLh5s3qt,NA,NA,CHECK,CHECK,standard,0,NA,NA,NA,NA,NA,NA,NA,exclude,NA,NA,NA,CHECK,NA,CHECK,CHECK,CHECK,CHECK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casino
R_3nBCE4hMLh5s3qt,Cattai-1-1-2,1,1,2,-0.6309,control-enlarged,367.3598,0.1985,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_3nBCE4hMLh5s3qt,rear_nest_trt_C.E,2031,0,linear,standard,8,11,6,9,2,2,3,0,retain,exclude_partial,NA,"More siblings have a negative impact on blue tit chick growth, both, in terms of biomass and tarsus length. Even though males are, on avergae heavier and larger than females, more numerous clutches have negative impacts on chick growth for both sexes. However, environmental effects such as clutch size explain more variation in biomass than in tarsus length, assuming leg size is more genetically determined than weight, which seems a more plastic traist.",neg_c,all analyses were conducted using R version 3.6.2 (2019-12-12),R,3.6.2,R,3.6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattai
R_3nBCE4hMLh5s3qt,Cattai-1-1-1,1,1,1,-0.1575,reduced-enlarged,304.078,0.2004,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_3nBCE4hMLh5s3qt,rear_nest_trt_R.E,2031,0,linear,standard,8,11,6,9,2,2,3,0,retain,exclude_partial,NA,"More siblings have a negative impact on blue tit chick growth, both, in terms of biomass and tarsus length. Even though males are, on avergae heavier and larger than females, more numerous clutches have negative impacts on chick growth for both sexes. However, environmental effects such as clutch size explain more variation in biomass than in tarsus length, assuming leg size is more genetically determined than weight, which seems a more plastic traist.",neg_c,all analyses were conducted using R version 3.6.2 (2019-12-12),R,3.6.2,R,3.6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,rear_area,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cattai
R_3NHVKFiOiQBfX9b,Brooklyn-2-2-1,2,2,1,-8.087,slope,115,0.0173,log,log,eucalyptus,0,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3NHVKFiOiQBfX9b,all_grass,117,0,generalised,standard,1,1,1,1,0,0,0,0,retain,retain,NA,"A significant negative effect of grass cover on seedlings recruitment densities was detected only in winter 2006 season suggesting land manager to allocate all efforts to restoring these ecosystems in the winter season. For example, incorporate appropriate weed management in winter season to increase recruitment of Eucalyptus spp. seedlings.",neg_q,All done in one software = R 3.6.2,R,3.6.2,R,3.6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brooklyn
R_3NHVKFiOiQBfX9b,Brooklyn-1-1-1,1,1,1,-0.08668,slope,114,0.02385,log,log,eucalyptus,0,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3NHVKFiOiQBfX9b,all_grass,116,0,generalised,standard,1,1,1,1,0,0,0,0,retain,retain,NA,"A significant negative effect of grass cover on seedlings recruitment densities was detected only in winter 2006 season suggesting land manager to allocate all efforts to restoring these ecosystems in the winter season. For example, incorporate appropriate weed management in winter season to increase recruitment of Eucalyptus spp. seedlings.",neg_q,All done in one software = R 3.6.2,R,3.6.2,R,3.6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brooklyn
R_3NHVKFiOiQBfX9b,Brooklyn-3-3-1,3,3,1,9.48E-04,slope,115,0.0265946,log,log,eucalyptus,0,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3NHVKFiOiQBfX9b,all_grass,117,0,generalised,standard,1,1,1,1,0,0,0,0,retain,retain,NA,"A significant negative effect of grass cover on seedlings recruitment densities was detected only in winter 2006 season suggesting land manager to allocate all efforts to restoring these ecosystems in the winter season. For example, incorporate appropriate weed management in winter season to increase recruitment of Eucalyptus spp. seedlings.",neg_q,All done in one software = R 3.6.2,R,3.6.2,R,3.6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brooklyn
R_3NKz8oHb8nvNIQR,Buckland-1-1-1,1,1,1,-0.08065,slope,339.11099,0.07608,identity,identity,eucalyptus,1,square.root,square.root,constructed variable (combining information from two or more original variables),"I combined all three original size cohorts of eucalyptus seedlings (<0.5m, 0.5-2m, >2m) into one new total eucalyptus seedling variable",euc_sdlgs_all,R_3NKz8oHb8nvNIQR,all_grass,351,0,linear,zero_inflated,7,7,6,6,1,1,0,0,retain,retain,NA,"The number of Eucalyptus seedlings per quadrat, regardless of size, was not influenced by the percent cover of exotic and native grasses and graminoids. Instead, Eucalyptus seedling count was driven by distance from existing Eucalyptus canopy and negatively affected by ground litter cover. the greatest number of seedlings were found within 10m of the canopy edge. As grasses contribute to vegetative litter, we cannot rule out that there is an indirect affect of grass cover on seedling recruitment. However, in this case the data suggests that it is unlikely a negative direct effect of competitive exclusion for space or soil nutrients, or shading out of Eucalyptus seedlings by dense grasses/graminoids. In fact, the presence of grasses may indirectly benefit Eucalyptus recruitment by creating vegetative litter that buffers germinating seedlings from the harsh climate and makes growing conditions more suitable by helping retain soil moisture.  On the other hand, if litter is too dense it could reduce the success of seedling germination and growth.",none_q,"All analyses were conducted using R version 3.5.3 (R Development Core team 2019). 

R Development Core Team. 2019. R: A language and environment for statistical computing. R Foundation for Statistical Computing, Vienna, Austria. V3.5.3. https://www.r-project.org. Accessed 1 Mar 2019",R,3.5.3,R,3.5.3,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Litter_cover,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,PET,MrVBF,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buckland
R_3OftgnLM9MoIwf8,Bundarra-1-1-1,1,1,1,NA,NA,NA,0.1,NA,NA,eucalyptus,0,NA,NA,constructed variable (combining information from two or more original variables),This variable was calculated as the total sum of seedlings for each statistical unit,euc_sdlgs_all,R_3OftgnLM9MoIwf8,NA,NA,0,generalised,zero_inflated,18,NA,18,NA,0,NA,NA,NA,exclude,exclude_all,NA,"Grass cover has no effect on Eucalyptus recruitment. Exotic perennial herb cover, landscape position (toe of slope) and thorium concentrations seem to be the variables driving seedling recruitment in the studied landscapes.",none_c,R for data cleaning and model estimation (Version 4.0.0),R,4.0.0,R,4.0.0,NA,NA,Season,NA,NA,NA,NA,NA,Landscape position,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,NA,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,Euc_canopy_cover,NA,euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,NA,NA,NA,NA,K_perc,Th_ppm,NA,SRad_Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bundarra
R_3oWTTWWo1e8y3jB,Bundeena-1-6-1,1,6,1,-0.36145,slope,321.03707,0.13658,log,log,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3oWTTWWo1e8y3jB,ExoticPerennialGrass_cover,NA,0,generalised,standard,9,9,8,8,1,1,0,0,retain,retain,NA,Seedlings from 50 cm to 2 meters were negatively influenced only by Exotic Perennial Grass.,neg_c,R 3.6.1.,R,3.6.1,R,3.6.1,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,ExoticPerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bundeena
R_3PBpbf5wxagIV7X,Bungonia-1-1-1,1,1,1,-0.6843,slope,341.50259,0.3055,log,log,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3PBpbf5wxagIV7X,NA,NA,0,generalised,standard,4,NA,NA,NA,NA,NA,NA,NA,exclude,retain,NA,Grass cover does not influence the recruitment of Eucalyptus seedlings,none_c,R,R,NA,R,NA,NA,NA,NA,Property,Quadrat no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bungonia
R_3PBpbf5wxagIV7X,Bungonia-2-2-1,2,2,1,-0.3824,slope,341.50259,0.1882,log,log,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3PBpbf5wxagIV7X,NA,NA,0,generalised,standard,4,NA,NA,NA,NA,NA,NA,NA,exclude,retain,NA,Grass cover does not influence the recruitment of Eucalyptus seedlings,none_c,R,R,NA,R,NA,NA,NA,NA,Property,Quadrat no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),NA,euc_sdlgs50cm-2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bungonia
R_3pte7gGbO7GliHv,Busselto-1-1-1,1,1,1,-0.017444,slope,274.69649,0.006074,log,log,eucalyptus,1,NA,NA,constructed variable (combining information from two or more original variables),all 3 seedlings combined - data$tot_seedlings <- data$euc_sdlgs.2m + data$euc_sdlgs0_50cm + data$euc_sdlgs50cm.2m,euc_sdlgs_all,R_3pte7gGbO7GliHv,NativePerennialGrass_cover,NA,0,generalised,zero_inflated,11,11,10,10,1,1,0,0,retain,retain,NA,"Eucalyptus seedling recruitment was significantly negatively correlated with exotic annual grass cover (P<0.001) and native perennial grass cover (P=0.004), with exotic annual grass having a larger effect. Exotic perennial grass cover had a marginally nonsignificant (P=0.075) positive association with seedlings. 

Grass cover generally negatively impacts Eucalyptus seedling recruitment, although there is a slight positive association with exotic perennial grass cover.",mixed,R 3.5.3 - For everything,R,3.5.3,R,3.5.3,NA,NA,Season,Property,NA,NA,NA,Aspect,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NativePerennialFern_cover,NativePerennialGrass_cover,NA,NA,NA,NA,Litter_cover,NA,Rock_cover,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,K_perc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Busselto
R_3qfD5ZHHdBbTgk3,Byrock-1-8-1,1,8,1,-0.06549,slope,458.3576,0.0141,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_3qfD5ZHHdBbTgk3,NA,3720,0,linear,standard,4,NA,NA,NA,NA,NA,NA,NA,exclude,retain,NA,"Sibling count had a statistically significant effect on both measures of nestling growth. The 0.065 g decrease in mass for each additional sibling represents only a 0.63% change from the mean mass of 10.276 g. The 0.020 mm decrease in tarsus length per additional sibling represents a 0.12 % change from the mean of 16.7276 mm. Given the range in brood size from 1 to 17, the difference in mass and tarsus length due to sibling competition could be as much as 10.08% and 1.92%, respectively, when comparing the extremes of the brood size range. This indicates a potentially biologically significant effect when considering the extremes of brood size, but minor changes in brood size are unlikely to have a biologically significant effect.",neg_c,All analyses were conducted using R version 3.6.1 (R Core Team 2019) within RStudio version 1.2.1335 (RStudio Team 2018). Linear mixed effects models were conducted using R package Ã¢â‚¬Å“nlmeÃ¢â‚¬Â version 3.1-147 (Pinheiro et al. 2020).,R,3.6.1,R,3.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,NA,day_14_weight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Byrock
R_3rIdpCqsQtsmgqT,Adelong-2-2-1,2,2,1,-0.29,slope,2188.18,0.00276,identity,identity,blue tit,1,z.score,z.score,original variable (transformed prior to analysis [not with a link function in analysis]),NA,day_14_tarsus_length,R_3rIdpCqsQtsmgqT,rear_Cs_at_start_of_rearing,3208,0,linear,standard,8,8,7,7,1,1,0,0,retain,retain,NA,nestlings had larger tarsus lengths when rearing brood size 14 days after hatching was larger,pos_c,"R, version 3.6.2",R,3.6.2,R,3.6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,hatch_nest_CS,hatch_nest_OH,d0_hatch_nest_brood_size,NA,NA,NA,NA,NA,NA,rear_nest_trt,NA,NA,rear_nest_CS,NA,NA,NA,NA,NA,rear_Cs_at_start_of_rearing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,relatedness,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adelong
R_3rIdpCqsQtsmgqT,Calliope-3-3-1,3,3,1,-0.5836,slope,326.7,0.4958,log,log,eucalyptus,1,z.score,z.score,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3rIdpCqsQtsmgqT,ExoticPerennialGrass_cover,NA,0,generalised,standard,7,7,6,6,1,1,0,0,retain,retain,NA,No effect of exotic perennial grass cover on seedlings <50cm,none_c,"R, version 3.6.2",R,3.6.2,R,3.6.2,NA,NA,NA,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calliope
R_3rIdpCqsQtsmgqT,Calliope-4-4-1,4,4,1,-0.42733,slope,322.1,0.24362,log,log,eucalyptus,1,z.score,z.score,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3rIdpCqsQtsmgqT,ExoticPerennialGrass_cover,NA,0,generalised,standard,7,7,6,6,1,1,0,0,retain,retain,NA,weak effect of exotic perennial grass cover on the number of seedlings between 50-200 cm tall,neg_c,"R, version 3.6.2",R,3.6.2,R,3.6.2,NA,NA,NA,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calliope
